SHOW,IMAGE
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/holiday-gifts-from-home
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/lite-and-healthy
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/giadas-new-york-twist
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/comfort-food
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/gdl-foods
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/north-and-south
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/potluck-party
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/vineyard-visit
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/special-single-servings
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/freeze-it
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/everyday-lunches
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/giadas-kitchen-basics
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/weeknight-wonders
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/friends-and-family-feast
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/giadas-bake-sale
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/foods-of-genoa
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/dressing-up-bbq
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/giadas-bikini-ready-dinners
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/great-weeknight-hors-doeuvres
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/cooking-from-the-heart
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/the-perfect-pre-concert-dinner
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/summer-entertaining
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/island-hopping
,vhttps://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/viewers-choice
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/dating-tips-for-the-bachelor
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/greek-fusion
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/care-packages
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/chocolate-tasting-party
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/friday-night-dinner
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/fun-with-food
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/kid-friendly-dinners
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/sensational-thanksgiving-sides
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/italian-supper-club
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/christmas-brunch
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/perfect-pairings
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/apres-ski
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/spa-weekend-brought-home
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/warming-up-winter
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/italian-comfort
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/game-day
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/a-cut-above-the-rest
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/cooking-outside-the-box
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/dining-in-with-style
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/baby-shower
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/venetian-holiday
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/spring-forward
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/penny-stretcher
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/cooking-for-beginners
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/neapolitan
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/healthy-snacks
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/quick-and-easy
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/working-lunch
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/giadas-vegetarian-favorites
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/great-on-the-grill
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/italian-picnic
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/osteria
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/kids-camping
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/pasta-for-every-season
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/hotel-style-luxury
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/flavors-of-sardinia
,https://watch.foodnetwork.com/tv-shows/everyday-italian/full-episodes/cakes-cookies-and-ice-cream
Barefoot Contessa,https://api.discovery.com/v1/images/5b4ce0af6b66d104f35006c7?aspectRatio=16x9&width=640&key=3020a40c2356a645b4b4
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/summer-beach-bbq
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/a-barefoot-summer-weekend
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/stephens-birthday
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/kids-picnic-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/scary-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/dinners-in-the-fridge
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/sunshine-food
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/frozen-treats
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/soup-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/tex-mex
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/the-homecoming
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/bon-voyage
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/elegant-and-easy
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/pot-luck
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/italian-for-beginners
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/happy-anniversary
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/grilling-hasta-la-pizza-baby
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/stress-free-dinner-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/canapes-and-canvases
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/saturday-night-sunday-breakfast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/kids-in-the-candy-store
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/chocolate-memories
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/anniversary-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/thanksgiving-2
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/not-just-for-thanksgiving
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/guests-to-stay
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/book-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/fireside-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/the-holiday-meal
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/a-barefoot-contessa-holiday
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/the-mediterranean-feast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/5-day-make-ahead-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/light-food-long-weekend
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/feel-good-food
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/chicken-story
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/birthday-gift-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/welcome-back-breakfast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/sweet-home-supper
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/french-made-easy
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/bringing-the-magic-home
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/back-to-school
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/romantic-breakfast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/farmstand-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/big-breakfast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/kitchen-clambake
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/all-american
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/i-scream-for-ice-cream
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/portable-picnic
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/picnic-at-the-pond
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/card-sharks
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/barefoot-in-paris
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/surprise-beach-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/dinner-and-a-movie
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/housewarming-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/lunch-for-the-boys
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/friday-night-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/back-from-the-beach
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/beach-volleyball-picnic
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/barefoot-reunion
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/fast-and-elegant-supper
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/working-girl
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/pasta-bella
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/cooking-with-tess
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/thanksgiving
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/holiday-surprise
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/supper-in-a-box
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/what-are-friends-for
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/happy-ever-after
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/back-for-the-weekend
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/long-island-food
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/ladies-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/long-distance-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/rehearsal-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/thank-you-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/boss-for-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/jeffreys-treat
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/girls-day-off
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/l-a-story
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/jeffrey-home-alone
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/good-home-cooking
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/pooch-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/black-and-white-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/table-of-two-soups
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/cookbook-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/night-before-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/going-going-gone
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/breakfast-lunch-dinner
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/working-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/all-aboard
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/bed-and-breakfast
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/flavors-and-flowers
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/photo-finish
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/jeffreys-surprise-party
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/shore-thing
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/girls-that-grill
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/blue-print-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/memory-lane
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/cats-away
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/good-catch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/its-friday-night-again
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/halloween-for-grownups
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/breakfast-in-breakfast-out
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/mystery-guest
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/festive-fun
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/weekend-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/pots-and-plans
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/home-comforts
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/barn-warming
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/anniversary
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/ladies-that-lunch
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/baby-shower
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/dinner-date
,https://watch.foodnetwork.com/tv-shows/barefoot-contessa/full-episodes/friends-of-friends
The Galloping Gourmet,https://api.discovery.com/v1/images/5bb64dfe6b66d10a373431ad?aspectRatio=16x9&width=640&key=3020a40c2356a645b4b4
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/rum-baba
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/salmon-cutlet
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/sole-meuniere
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/beef-meurile
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/carrot-cake
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/aprikosenknodel
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/ceviche
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/floating-island
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/chicken-ali-baba
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/vacherin
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/tostados-toluquenas
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/kaiserschmarrm
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/la-concha-hot-buffet
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/pompano-buster
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/fricasse-de-poulet
,https://watch.foodnetwork.com/tv-shows/the-galloping-gourmet/full-episodes/consomme-lady-curzon
